Lane,Date,Time,Scheduled volume,Slam volume
EWR4->BOS5,7/16/2018,22:00 EDT,4499.04148,4486.79627
EWR4->BOS5,7/16/2018,23:00 EDT,3246.24384,182.711629
EWR4->BOS5,7/17/2018,00:00 EDT,3630.81284,315.064666
EWR4->BOS5,7/17/2018,01:00 EDT,3659.60288,465.450813
EWR4->BOS5,7/17/2018,02:00 EDT,3622.40008,632.665263
EWR4->BOS5,7/17/2018,03:00 EDT,3641.13473,748.004675
EWR4->BOS5,7/17/2018,04:00 EDT,3646.58961,865.048941
EWR4->BOS5,7/17/2018,05:00 EDT,3774.28079,1068.6584
EWR4->BOS5,7/17/2018,06:00 EDT,3897.11228,1190.04552
EWR4->BOS5,7/17/2018,07:00 EDT,3767.36415,1506.86538
EWR4->BOS5,7/17/2018,08:00 EDT,3492.67219,1869.91767
EWR4->BOS5,7/17/2018,09:00 EDT,3726.77263,2007.87107
EWR4->BOS5,7/17/2018,10:00 EDT,4372.2346,2354.45611
EWR4->BOS5,7/17/2018,11:00 EDT,5036.43905,2667.83457
EWR4->BOS5,7/17/2018,12:00 EDT,5520.07097,2893.30756
EWR4->BOS5,7/17/2018,13:00 EDT,5696.74217,3403.47612
EWR4->BOS5,7/17/2018,14:00 EDT,5987.15672,3962.58047
EWR4->BOS5,7/17/2018,15:00 EDT,5975.47293,4201.54778
EWR4->BOS5,7/17/2018,16:00 EDT,5986.99517,4442.83489
EWR4->BOS5,7/17/2018,17:00 EDT,5906.73561,4906.95106
EWR4->BOS5,7/17/2018,18:00 EDT,5928.38183,5003.68705
EWR4->BOS5,7/17/2018,19:00 EDT,5928.95544,5634.56401
EWR4->BOS5,7/17/2018,20:00 EDT,5889.12382,5870.565
EWR4->BOS5,7/17/2018,21:00 EDT,5920.94543,5909.19177
EWR4->BOS5,7/17/2018,22:00 EDT,6974.9704,5911.48408
EWR4->BOS5,7/17/2018,23:00 EDT,7911.00883,248.275485
EWR4->BOS5,7/18/2018,00:00 EDT,7941.88003,512.075633
EWR4->BOS5,7/18/2018,01:00 EDT,7955.03177,719.990743
EWR4->BOS5,7/18/2018,02:00 EDT,8034.25285,895.204393
EWR4->BOS5,7/18/2018,03:00 EDT,7941.18074,1025.78826
EWR4->BOS5,7/18/2018,04:00 EDT,7930.89571,1200.34596
EWR4->BOS5,7/18/2018,05:00 EDT,7921.93005,1438.65685
EWR4->BOS5,7/18/2018,06:00 EDT,7918.18257,1509.45698
EWR4->BOS5,7/18/2018,07:00 EDT,7825.23557,1909.37272
EWR4->BOS5,7/18/2018,08:00 EDT,7492.47409,2218.2003
EWR4->BOS5,7/18/2018,09:00 EDT,7900.48231,2363.71873
EWR4->BOS5,7/18/2018,10:00 EDT,8004.9481,2612.56582
EWR4->BOS5,7/18/2018,11:00 EDT,7957.3455,2905.05001
EWR4->BOS5,7/18/2018,12:00 EDT,7935.67282,3007.27941
EWR4->BOS5,7/18/2018,13:00 EDT,7941.58252,3203.52806
EWR4->BOS5,7/18/2018,14:00 EDT,7941.70523,3255.99895
EWR4->BOS5,7/18/2018,15:00 EDT,7955.37823,3292.24648
EWR4->BOS5,7/18/2018,16:00 EDT,7942.74995,3462.76539
EWR4->BOS5,7/18/2018,17:00 EDT,7849.126,4227.82976
EWR4->BOS5,7/18/2018,18:00 EDT,7847.23178,4813.08517
EWR4->BOS5,7/18/2018,19:00 EDT,7869.47955,6832.76527
EWR4->BOS5,7/18/2018,20:00 EDT,7881.50133,7735.96727
EWR4->BOS5,7/18/2018,21:00 EDT,7889.60706,7867.00962
EWR4->BOS5,7/18/2018,22:00 EDT,7891.50554,7869.76368
EWR4->BOS5,7/18/2018,23:00 EDT,1412.80719,103.698756
EWR4->BOS5,7/19/2018,00:00 EDT,1494.53119,172.472607
EWR4->BOS5,7/19/2018,01:00 EDT,1580.48108,302.784048
EWR4->BOS5,7/19/2018,02:00 EDT,1664.89838,428.0135
EWR4->BOS5,7/19/2018,03:00 EDT,1722.16377,488.185155
EWR4->BOS5,7/19/2018,04:00 EDT,1736.90602,552.916231
EWR4->BOS5,7/19/2018,05:00 EDT,1731.15367,581.951062
EWR4->BOS5,7/19/2018,06:00 EDT,1688.99474,595.545464
EWR4->BOS5,7/19/2018,07:00 EDT,1743.794,729.857542
EWR4->BOS5,7/19/2018,08:00 EDT,1755.34945,817.190005
EWR4->BOS5,7/19/2018,09:00 EDT,1839.33141,867.876253
EWR4->BOS5,7/19/2018,10:00 EDT,1935.58546,1012.08674
EWR4->BOS5,7/19/2018,11:00 EDT,2189.97902,1258.14381
EWR4->BOS5,7/19/2018,12:00 EDT,2374.11268,1303.62082
EWR4->BOS5,7/19/2018,13:00 EDT,2574.70704,1468.90546
EWR4->BOS5,7/19/2018,14:00 EDT,2744.44182,1592.51387
EWR4->BOS5,7/19/2018,15:00 EDT,2869.4318,1668.28977
EWR4->BOS5,7/19/2018,16:00 EDT,2906.33675,1765.56605
EWR4->BOS5,7/19/2018,17:00 EDT,2917.09257,1891.59626
EWR4->BOS5,7/19/2018,18:00 EDT,2925.51664,2145.91585
EWR4->BOS5,7/19/2018,19:00 EDT,2947.87357,2893.28069
EWR4->BOS5,7/19/2018,20:00 EDT,2976.17123,2956.85651
EWR4->BOS5,7/19/2018,21:00 EDT,3011.43966,3001.20014
EWR4->BOS5,7/19/2018,22:00 EDT,3018.83261,3009.45073
EWR4->BOS5,7/19/2018,23:00 EDT,574.661096,200.808916
EWR4->BOS5,7/20/2018,00:00 EDT,618.09927,234.024192
EWR4->BOS5,7/20/2018,01:00 EDT,682.707104,340.57425
EWR4->BOS5,7/20/2018,02:00 EDT,743.92797,427.150782
EWR4->BOS5,7/20/2018,03:00 EDT,800.75665,481.749851
EWR4->BOS5,7/20/2018,04:00 EDT,862.883452,572.656091
EWR4->BOS5,7/20/2018,05:00 EDT,897.375728,579.624949
EWR4->BOS5,7/20/2018,06:00 EDT,950.1296,619.1655
EWR4->BOS5,7/20/2018,07:00 EDT,1128.81595,768.332058
EWR4->BOS5,7/20/2018,08:00 EDT,1389.74394,1017.58027
EWR4->BOS5,7/20/2018,09:00 EDT,1775.9763,1311.47168
EWR4->BOS5,7/20/2018,10:00 EDT,2052.31874,1631.40502
EWR4->BOS5,7/20/2018,11:00 EDT,2300.12776,1907.9139
EWR4->BOS5,7/20/2018,12:00 EDT,2475.77909,1993.18405
EWR4->BOS5,7/20/2018,13:00 EDT,2699.33866,2213.08065
EWR4->BOS5,7/20/2018,14:00 EDT,2867.89535,2518.74598
EWR4->BOS5,7/20/2018,15:00 EDT,3035.61862,2706.67565
EWR4->BOS5,7/20/2018,16:00 EDT,3076.50041,2776.63723
EWR4->BOS5,7/20/2018,17:00 EDT,3233.48909,3040.98122
EWR4->BOS5,7/20/2018,18:00 EDT,3284.05957,3152.79856
EWR4->BOS5,7/20/2018,19:00 EDT,3372.32123,3340.25068
EWR4->BOS5,7/20/2018,20:00 EDT,3484.11544,3472.77632
EWR4->BOS5,7/20/2018,21:00 EDT,3593.03318,3586.13816
EWR4->BOS5,7/20/2018,22:00 EDT,3594.42967,3587.53465
EWR4->BOS5,7/20/2018,23:00 EDT,986.055297,281.060692
EWR4->BOS5,7/21/2018,00:00 EDT,1128.20681,446.859226
EWR4->BOS5,7/21/2018,01:00 EDT,1300.04322,696.466937
EWR4->BOS5,7/21/2018,02:00 EDT,1431.72793,883.022868
EWR4->BOS5,7/21/2018,03:00 EDT,1574.65675,1049.57412
EWR4->BOS5,7/21/2018,04:00 EDT,1652.72032,1175.01754
EWR4->BOS5,7/21/2018,05:00 EDT,1662.93148,1183.30704
EWR4->BOS5,7/21/2018,06:00 EDT,1678.46379,1183.30704
EWR4->BOS5,7/21/2018,07:00 EDT,1766.6707,1222.77397
EWR4->BOS5,7/21/2018,08:00 EDT,1943.54664,1408.5061
EWR4->BOS5,7/21/2018,09:00 EDT,2055.24213,1481.94893
EWR4->BOS5,7/21/2018,10:00 EDT,2338.93701,1747.9784
EWR4->BOS5,7/21/2018,11:00 EDT,2607.48397,2048.98493
EWR4->BOS5,7/21/2018,12:00 EDT,2724.13886,2123.81197
EWR4->BOS5,7/21/2018,13:00 EDT,2919.16391,2407.5277
EWR4->BOS5,7/21/2018,14:00 EDT,3097.68135,2679.65411
EWR4->BOS5,7/21/2018,15:00 EDT,3231.6521,2867.06835
EWR4->BOS5,7/21/2018,16:00 EDT,3364.28758,3074.58559
EWR4->BOS5,7/21/2018,17:00 EDT,3477.24127,3268.67902
EWR4->BOS5,7/21/2018,18:00 EDT,3478.0768,3344.22436
EWR4->BOS5,7/21/2018,19:00 EDT,3508.07956,3482.80005
EWR4->BOS5,7/21/2018,20:00 EDT,3540.64116,3533.35809
EWR4->BOS5,7/21/2018,21:00 EDT,3575.77443,3569.43307
EWR4->BOS5,7/21/2018,22:00 EDT,3577.1862,3570.84484
EWR4->BOS5,7/21/2018,23:00 EDT,704.000358,161.970473
EWR4->BOS5,7/22/2018,00:00 EDT,772.228504,192.155517
EWR4->BOS5,7/22/2018,01:00 EDT,845.304011,265.688526
EWR4->BOS5,7/22/2018,02:00 EDT,883.13994,343.142015
EWR4->BOS5,7/22/2018,03:00 EDT,921.740815,388.62551
EWR4->BOS5,7/22/2018,04:00 EDT,976.075329,448.600336
EWR4->BOS5,7/22/2018,05:00 EDT,995.568824,452.372949
EWR4->BOS5,7/22/2018,06:00 EDT,1030.05465,452.372949
EWR4->BOS5,7/22/2018,07:00 EDT,1093.26009,467.601948
EWR4->BOS5,7/22/2018,08:00 EDT,1221.40664,546.26243
EWR4->BOS5,7/22/2018,09:00 EDT,1376.32347,608.337917
EWR4->BOS5,7/22/2018,10:00 EDT,1596.03944,713.843016
EWR4->BOS5,7/22/2018,11:00 EDT,1881.4237,963.88692
EWR4->BOS5,7/22/2018,12:00 EDT,2106.64686,1068.19803
EWR4->BOS5,7/22/2018,13:00 EDT,2408.22101,1405.54434
EWR4->BOS5,7/22/2018,14:00 EDT,2740.53747,1700.2252
EWR4->BOS5,7/22/2018,15:00 EDT,3027.33321,1963.45119
EWR4->BOS5,7/22/2018,16:00 EDT,3309.42329,2264.07859
EWR4->BOS5,7/22/2018,17:00 EDT,3471.0568,2665.15427
EWR4->BOS5,7/22/2018,18:00 EDT,3460.02329,2824.32144
EWR4->BOS5,7/22/2018,19:00 EDT,3457.76202,3324.70862
EWR4->BOS5,7/22/2018,20:00 EDT,3488.73593,3461.03759
EWR4->BOS5,7/22/2018,21:00 EDT,3588.12951,3574.18007
EWR4->BOS5,7/22/2018,22:00 EDT,3602.85459,3589.37812
EWR4->BOS5,7/22/2018,23:00 EDT,1050.54267,114.26092
EWR4->BOS5,7/23/2018,00:00 EDT,1139.83292,122.174387
EWR4->BOS5,7/23/2018,01:00 EDT,1184.17964,139.262575
EWR4->BOS5,7/23/2018,02:00 EDT,1219.92788,170.222574
EWR4->BOS5,7/23/2018,03:00 EDT,1242.57998,200.776796
EWR4->BOS5,7/23/2018,04:00 EDT,1262.53791,226.356081
EWR4->BOS5,7/23/2018,05:00 EDT,1281.48929,233.389911
EWR4->BOS5,7/23/2018,06:00 EDT,1323.01516,233.389911
EWR4->BOS5,7/23/2018,07:00 EDT,1419.08079,301.547232
EWR4->BOS5,7/23/2018,08:00 EDT,1587.29151,493.263179
EWR4->BOS5,7/23/2018,09:00 EDT,1792.21235,649.205242
EWR4->BOS5,7/23/2018,10:00 EDT,1997.71104,743.677501
EWR4->BOS5,7/23/2018,11:00 EDT,2288.12238,879.910168
EWR4->BOS5,7/23/2018,12:00 EDT,2544.95362,940.737362
EWR4->BOS5,7/23/2018,13:00 EDT,2682.64548,1048.04332
EWR4->BOS5,7/23/2018,14:00 EDT,2875.35727,1239.33581
EWR4->BOS5,7/23/2018,15:00 EDT,3061.35206,1523.25995
EWR4->BOS5,7/23/2018,16:00 EDT,3261.67804,2035.32475
EWR4->BOS5,7/23/2018,17:00 EDT,3423.43716,2552.13987
EWR4->BOS5,7/23/2018,18:00 EDT,3410.91297,2718.29619
EWR4->BOS5,7/23/2018,19:00 EDT,3413.89578,3279.88088
EWR4->BOS5,7/23/2018,20:00 EDT,3519.3932,3485.59604
EWR4->BOS5,7/23/2018,21:00 EDT,3613.53132,3588.90835
EWR4->BOS5,7/23/2018,22:00 EDT,3628.64918,3604.36259
EWR4->BOS5,7/23/2018,23:00 EDT,1096.83557,62.378716
EWR4->BOS5,7/24/2018,00:00 EDT,1165.65824,65.612337
EWR4->BOS5,7/24/2018,01:00 EDT,1245.24332,104.34409
EWR4->BOS5,7/24/2018,02:00 EDT,1315.39831,234.810376
EWR4->BOS5,7/24/2018,03:00 EDT,1374.91356,341.550836
EWR4->BOS5,7/24/2018,04:00 EDT,1418.76276,416.95444
EWR4->BOS5,7/24/2018,05:00 EDT,1430.21414,419.027209
EWR4->BOS5,7/24/2018,06:00 EDT,1484.22144,418.888749
EWR4->BOS5,7/24/2018,07:00 EDT,1577.44088,433.591549
EWR4->BOS5,7/24/2018,08:00 EDT,1711.51492,526.100924
EWR4->BOS5,7/24/2018,09:00 EDT,1853.4349,590.786364
EWR4->BOS5,7/24/2018,10:00 EDT,2113.81367,828.842501
EWR4->BOS5,7/24/2018,11:00 EDT,2392.19178,1047.27668
EWR4->BOS5,7/24/2018,12:00 EDT,2590.13271,1089.2916
EWR4->BOS5,7/24/2018,13:00 EDT,2777.54213,1176.20051
EWR4->BOS5,7/24/2018,14:00 EDT,2997.51662,1260.6795
EWR4->BOS5,7/24/2018,15:00 EDT,3203.9301,1348.64345
EWR4->BOS5,7/24/2018,16:00 EDT,3391.94161,1520.20205
EWR4->BOS5,7/24/2018,17:00 EDT,3563.72447,1834.88677
EWR4->BOS5,7/24/2018,18:00 EDT,3767.25888,1939.95637
EWR4->BOS5,7/24/2018,19:00 EDT,4062.54018,2289.39423
EWR4->BOS5,7/24/2018,20:00 EDT,4558.43196,2848.19906
EWR4->BOS5,7/24/2018,21:00 EDT,5121.55723,3254.84193
EWR4->BOS5,7/24/2018,22:00 EDT,5233.77557,3836.35024
EWR4->BOS5,7/24/2018,23:00 EDT,5237.04067,4658.40116
EWR4->BOS5,7/25/2018,00:00 EDT,5250.31494,5023.0358
EWR4->BOS5,7/25/2018,01:00 EDT,5267.98564,5222.62715
EWR4->BOS5,7/25/2018,02:00 EDT,5291.03018,5268.33358
EWR4->BOS5,7/25/2018,03:00 EDT,5285.88907,5267.86479
EWR4->BOS5,7/25/2018,04:00 EDT,1269.34283,412.479394
EWR4->BOS5,7/25/2018,05:00 EDT,1313.37735,416.108573
EWR4->BOS5,7/25/2018,06:00 EDT,1359.75625,416.108573
EWR4->BOS5,7/25/2018,07:00 EDT,1481.25707,500.507497
EWR4->BOS5,7/25/2018,08:00 EDT,1680.56295,735.360986
EWR4->BOS5,7/25/2018,09:00 EDT,1840.05576,855.29872
EWR4->BOS5,7/25/2018,10:00 EDT,2127.33189,1125.13225
EWR4->BOS5,7/25/2018,11:00 EDT,2356.33343,1313.73431
EWR4->BOS5,7/25/2018,12:00 EDT,2550.4481,1344.1294
EWR4->BOS5,7/25/2018,13:00 EDT,2806.77326,1405.48993
EWR4->BOS5,7/25/2018,14:00 EDT,3088.2708,1555.88782
EWR4->BOS5,7/25/2018,15:00 EDT,3403.69071,1725.98668
EWR4->BOS5,7/25/2018,16:00 EDT,3690.06682,1997.59053
EWR4->BOS5,7/25/2018,17:00 EDT,3999.28251,2240.22536
EWR4->BOS5,7/25/2018,18:00 EDT,4321.55662,2395.15815
EWR4->BOS5,7/25/2018,19:00 EDT,4729.50921,2901.90392
EWR4->BOS5,7/25/2018,20:00 EDT,5189.93066,3521.73454
EWR4->BOS5,7/25/2018,21:00 EDT,5317.27654,4060.98802
EWR4->BOS5,7/25/2018,22:00 EDT,5322.75612,4659.8662
EWR4->BOS5,7/25/2018,23:00 EDT,5334.29247,5130.57545
EWR4->BOS5,7/26/2018,00:00 EDT,5339.13623,5243.87662
EWR4->BOS5,7/26/2018,01:00 EDT,5339.92135,5310.44005
EWR4->BOS5,7/26/2018,02:00 EDT,5338.09256,5310.05134
EWR4->BOS5,7/26/2018,03:00 EDT,782.896165,42.960537
EWR4->BOS5,7/26/2018,04:00 EDT,892.184586,262.719219
EWR4->BOS5,7/26/2018,05:00 EDT,928.77658,267.398965
EWR4->BOS5,7/26/2018,06:00 EDT,990.62498,267.398965
EWR4->BOS5,7/26/2018,07:00 EDT,1115.89702,304.303697
EWR4->BOS5,7/26/2018,08:00 EDT,1309.3659,441.437711
EWR4->BOS5,7/26/2018,09:00 EDT,1471.23479,512.724103
EWR4->BOS5,7/26/2018,10:00 EDT,1797.0088,704.356302
EWR4->BOS5,7/26/2018,11:00 EDT,2030.26011,859.37293
EWR4->BOS5,7/26/2018,12:00 EDT,2164.31497,917.333767
EWR4->BOS5,7/26/2018,13:00 EDT,2270.07301,1100.98763
EWR4->BOS5,7/26/2018,14:00 EDT,2475.75738,1292.68575
EWR4->BOS5,7/26/2018,15:00 EDT,2661.5811,1430.84334
EWR4->BOS5,7/26/2018,16:00 EDT,2841.93439,1648.5835
EWR4->BOS5,7/26/2018,17:00 EDT,2973.99134,1860.6513
EWR4->BOS5,7/26/2018,18:00 EDT,3137.22683,1949.8398
EWR4->BOS5,7/26/2018,19:00 EDT,3436.08016,2283.81856
EWR4->BOS5,7/26/2018,20:00 EDT,3759.07852,2802.89335
EWR4->BOS5,7/26/2018,21:00 EDT,4154.60836,3149.13042
EWR4->BOS5,7/26/2018,22:00 EDT,4241.01772,3722.74025
EWR4->BOS5,7/26/2018,23:00 EDT,4279.75876,4086.53457
EWR4->BOS5,7/27/2018,00:00 EDT,4310.76266,4207.18469
EWR4->BOS5,7/27/2018,01:00 EDT,4451.32652,4425.85614
EWR4->BOS5,7/27/2018,02:00 EDT,4669.53984,4647.93278
EWR4->BOS5,7/27/2018,03:00 EDT,4669.47524,4647.93278
EWR4->BOS5,7/27/2018,04:00 EDT,667.769473,325.523279
EWR4->BOS5,7/27/2018,05:00 EDT,687.235868,330.003206
EWR4->BOS5,7/27/2018,06:00 EDT,727.948766,330.003206
EWR4->BOS5,7/27/2018,07:00 EDT,803.853148,344.772717
EWR4->BOS5,7/27/2018,08:00 EDT,944.353161,419.550005
EWR4->BOS5,7/27/2018,09:00 EDT,1110.64058,518.864335
EWR4->BOS5,7/27/2018,10:00 EDT,1328.66281,682.634368
EWR4->BOS5,7/27/2018,11:00 EDT,1468.42487,839.91102
EWR4->BOS5,7/27/2018,12:00 EDT,1597.90718,886.845232
EWR4->BOS5,7/27/2018,13:00 EDT,1773.607,1058.9008
EWR4->BOS5,7/27/2018,14:00 EDT,2000.28525,1318.55635
EWR4->BOS5,7/27/2018,15:00 EDT,2171.93379,1461.77308
EWR4->BOS5,7/27/2018,16:00 EDT,2362.95883,1658.75565
EWR4->BOS5,7/27/2018,17:00 EDT,2558.83407,1875.76073
EWR4->BOS5,7/27/2018,18:00 EDT,2751.76344,1969.41206
EWR4->BOS5,7/27/2018,19:00 EDT,2967.60855,2233.37764
EWR4->BOS5,7/27/2018,20:00 EDT,3192.45874,2650.85344
EWR4->BOS5,7/27/2018,21:00 EDT,3448.18913,2889.75212
EWR4->BOS5,7/27/2018,22:00 EDT,3530.62478,3251.64471
EWR4->BOS5,7/27/2018,23:00 EDT,3549.52735,3463.39193
EWR4->BOS5,7/28/2018,00:00 EDT,3548.19623,3514.20637
EWR4->BOS5,7/28/2018,01:00 EDT,3547.55361,3537.71103
EWR4->BOS5,7/28/2018,02:00 EDT,3546.9742,3539.2392
EWR4->BOS5,7/28/2018,03:00 EDT,3546.26653,3539.16888
EWR4->BOS5,7/28/2018,04:00 EDT,1161.93959,306.982939
EWR4->BOS5,7/28/2018,05:00 EDT,1178.41372,318.170049
EWR4->BOS5,7/28/2018,06:00 EDT,1225.49826,318.170049
EWR4->BOS5,7/28/2018,07:00 EDT,1312.30347,370.112196
EWR4->BOS5,7/28/2018,08:00 EDT,1514.90513,542.948352
EWR4->BOS5,7/28/2018,09:00 EDT,1757.38655,660.580206
EWR4->BOS5,7/28/2018,10:00 EDT,2115.63343,900.87938
EWR4->BOS5,7/28/2018,11:00 EDT,2380.16654,1094.46883
EWR4->BOS5,7/28/2018,12:00 EDT,2574.81292,1151.07507
EWR4->BOS5,7/28/2018,13:00 EDT,2780.95851,1361.59741
EWR4->BOS5,7/28/2018,14:00 EDT,3023.90625,1632.4264
EWR4->BOS5,7/28/2018,15:00 EDT,3268.40164,1804.95428
EWR4->BOS5,7/28/2018,16:00 EDT,3516.66386,2049.22657
EWR4->BOS5,7/28/2018,17:00 EDT,3699.31676,2289.81173
EWR4->BOS5,7/28/2018,18:00 EDT,3864.844,2383.73949
EWR4->BOS5,7/28/2018,19:00 EDT,4073.50807,2790.20827
EWR4->BOS5,7/28/2018,20:00 EDT,4337.72792,3281.75414
EWR4->BOS5,7/28/2018,21:00 EDT,4592.44238,3762.75127
EWR4->BOS5,7/28/2018,22:00 EDT,4649.25702,4373.12266
EWR4->BOS5,7/28/2018,23:00 EDT,4664.30218,4572.02617
EWR4->BOS5,7/29/2018,00:00 EDT,4743.6945,4700.17007
EWR4->BOS5,7/29/2018,01:00 EDT,4929.85502,4910.93531
EWR4->BOS5,7/29/2018,02:00 EDT,4945.88586,4929.14486
EWR4->BOS5,7/29/2018,03:00 EDT,4945.66114,4929.08246
EWR4->BOS5,7/29/2018,04:00 EDT,847.089572,123.818552
EWR4->BOS5,7/29/2018,05:00 EDT,880.701806,126.422743
EWR4->BOS5,7/29/2018,06:00 EDT,916.445347,126.422743
EWR4->BOS5,7/29/2018,07:00 EDT,1026.51336,159.107988
EWR4->BOS5,7/29/2018,08:00 EDT,1183.86296,242.478384
EWR4->BOS5,7/29/2018,09:00 EDT,1400.8447,317.662969
EWR4->BOS5,7/29/2018,10:00 EDT,1637.0188,460.270624
EWR4->BOS5,7/29/2018,11:00 EDT,1885.6518,671.172313
EWR4->BOS5,7/29/2018,12:00 EDT,2081.0203,746.427834
EWR4->BOS5,7/29/2018,13:00 EDT,2255.87294,936.632399
EWR4->BOS5,7/29/2018,14:00 EDT,2500.93921,1192.02899
EWR4->BOS5,7/29/2018,15:00 EDT,2701.8844,1366.68185
EWR4->BOS5,7/29/2018,16:00 EDT,2915.18622,1635.84971
EWR4->BOS5,7/29/2018,17:00 EDT,3133.94267,1898.9243
EWR4->BOS5,7/29/2018,18:00 EDT,3341.24672,2007.20733
EWR4->BOS5,7/29/2018,19:00 EDT,3659.55761,2348.08438
EWR4->BOS5,7/29/2018,20:00 EDT,4110.55567,2798.36701
EWR4->BOS5,7/29/2018,21:00 EDT,4531.37962,3162.90959
EWR4->BOS5,7/29/2018,22:00 EDT,4578.5583,3708.50605
EWR4->BOS5,7/29/2018,23:00 EDT,4568.35598,3855.05839
EWR4->BOS5,7/30/2018,00:00 EDT,4576.57228,3995.1956
EWR4->BOS5,7/30/2018,01:00 EDT,4591.12853,4521.01922
EWR4->BOS5,7/30/2018,02:00 EDT,4628.18957,4601.16516
EWR4->BOS5,7/30/2018,03:00 EDT,4624.24972,4600.24494
EWR4->BOS5,7/30/2018,04:00 EDT,973.855581,136.360095
EWR4->BOS5,7/30/2018,05:00 EDT,987.232519,137.874531
EWR4->BOS5,7/30/2018,06:00 EDT,1047.96762,137.791813
EWR4->BOS5,7/30/2018,07:00 EDT,1149.24964,150.941171
EWR4->BOS5,7/30/2018,08:00 EDT,1321.31194,181.75837
EWR4->BOS5,7/30/2018,09:00 EDT,1474.63961,200.084156
EWR4->BOS5,7/30/2018,10:00 EDT,1631.7407,216.610315
EWR4->BOS5,7/30/2018,11:00 EDT,1845.22805,245.494808
EWR4->BOS5,7/30/2018,12:00 EDT,2009.81043,251.310124
EWR4->BOS5,7/30/2018,13:00 EDT,2231.90591,267.186303
EWR4->BOS5,7/30/2018,14:00 EDT,2419.33264,313.126503
EWR4->BOS5,7/30/2018,15:00 EDT,2581.72604,394.618735
EWR4->BOS5,7/30/2018,16:00 EDT,2759.67578,588.636618
EWR4->BOS5,7/30/2018,17:00 EDT,2951.76113,797.76534
EWR4->BOS5,7/30/2018,18:00 EDT,3184.62339,881.666326
EWR4->BOS5,7/30/2018,19:00 EDT,3475.80459,1171.97196
EWR4->BOS5,7/30/2018,20:00 EDT,3877.07323,1697.22748
EWR4->BOS5,7/30/2018,21:00 EDT,4333.11757,2125.63468
EWR4->BOS5,7/30/2018,22:00 EDT,4471.67445,3090.70188
EWR4->BOS5,7/30/2018,23:00 EDT,4472.04732,3818.33982
EWR4->BOS5,7/31/2018,00:00 EDT,4473.25133,4136.92681
EWR4->BOS5,7/31/2018,01:00 EDT,4526.6953,4450.99402
EWR4->BOS5,7/31/2018,02:00 EDT,4575.50532,4525.22092
EWR4->BOS5,7/31/2018,03:00 EDT,4563.9456,4524.64209
EWR4->BOS5,7/31/2018,04:00 EDT,1141.64639,204.797432
EWR4->BOS5,7/31/2018,05:00 EDT,1178.61493,209.062347
EWR4->BOS5,7/31/2018,06:00 EDT,1246.85417,209.062347
EWR4->BOS5,7/31/2018,07:00 EDT,1340.38353,227.451039
EWR4->BOS5,7/31/2018,08:00 EDT,1486.85855,236.622304
EWR4->BOS5,7/31/2018,09:00 EDT,1669.35557,253.016735
EWR4->BOS5,7/31/2018,10:00 EDT,1878.71869,276.890423
EWR4->BOS5,7/31/2018,11:00 EDT,2075.92622,302.568086
EWR4->BOS5,7/31/2018,12:00 EDT,2146.29964,303.754888
EWR4->BOS5,7/31/2018,13:00 EDT,2284.48058,322.160706
EWR4->BOS5,7/31/2018,14:00 EDT,2434.97883,339.67668
EWR4->BOS5,7/31/2018,15:00 EDT,2594.73965,346.409678
EWR4->BOS5,7/31/2018,16:00 EDT,2741.95636,371.051917
EWR4->BOS5,7/31/2018,17:00 EDT,2870.31607,434.485202
EWR4->BOS5,7/31/2018,18:00 EDT,3055.58801,506.539608
EWR4->BOS5,7/31/2018,19:00 EDT,3343.79574,812.824871
EWR4->BOS5,7/31/2018,20:00 EDT,3705.09937,1217.02438
EWR4->BOS5,7/31/2018,21:00 EDT,3880.9094,1326.09857
EWR4->BOS5,7/31/2018,22:00 EDT,3833.14081,1870.34437
EWR4->BOS5,7/31/2018,23:00 EDT,3844.75349,2222.44986
EWR4->BOS5,8/1/2018,00:00 EDT,3852.52038,2860.86559
EWR4->BOS5,8/1/2018,01:00 EDT,3853.35103,3607.76328
EWR4->BOS5,8/1/2018,02:00 EDT,3861.84033,3797.43411
EWR4->BOS5,8/1/2018,03:00 EDT,3837.26902,3797.11029
EWR4->BOS5,8/1/2018,04:00 EDT,1523.76305,102.78328
EWR4->BOS5,8/1/2018,05:00 EDT,1554.65597,107.407038
EWR4->BOS5,8/1/2018,06:00 EDT,1607.11889,107.407038
EWR4->BOS5,8/1/2018,07:00 EDT,1734.37023,126.891239
EWR4->BOS5,8/1/2018,08:00 EDT,1914.26168,206.454639
EWR4->BOS5,8/1/2018,09:00 EDT,2154.83528,236.133655
EWR4->BOS5,8/1/2018,10:00 EDT,2324.42068,255.474218
EWR4->BOS5,8/1/2018,11:00 EDT,2483.24055,299.491891
EWR4->BOS5,8/1/2018,12:00 EDT,2683.98391,310.073811
EWR4->BOS5,8/1/2018,13:00 EDT,2920.96722,324.332135
EWR4->BOS5,8/1/2018,14:00 EDT,3125.55993,394.372589
EWR4->BOS5,8/1/2018,15:00 EDT,3301.28906,469.737989
EWR4->BOS5,8/1/2018,16:00 EDT,3510.38768,555.521871
EWR4->BOS5,8/1/2018,17:00 EDT,3703.43637,663.694946
EWR4->BOS5,8/1/2018,18:00 EDT,3944.05822,771.61879
EWR4->BOS5,8/1/2018,19:00 EDT,4349.75109,1419.65149
EWR4->BOS5,8/1/2018,20:00 EDT,4728.26982,2157.37955
